搬;Relocate         ;The missile boat has slipped through our fingers - we have to re-locate it before it can launch a missile at a sensitive target!;;
记;Remember         ;This intellectual snake has an unusal method of learning - instead of revising it gobbles up the words whole into it's belly!;;
遥;Remote         ;This is a remote control can opener used by the fire service for rescuing people from twisted wrecks of their cars by the roadside.;;
替;Replace         ;You're sick of your two timing husband; so you divorce him and get married to your hot new replacement husband - all in the course of a single day! So you have two husbands in one day :-);
斥;Reprimand         ;Young Native American warriors are reprimanded if they don't clean all the drops of blood from their tomahawks after a raiding party;;
辟;Repudiate         ;You wish you could repudiate your bet about who can eat the most chilli peppers: after stuffing your mouth with innumerable peppery foods you are ready to raise the white flag and let your opponent win!;;
究;Research         ;Research scientists have nine holes in their face: two nostrils; two ears; a mouth and four eyes
居;Reside         ;The places that people have chosen to reside in since ancient times gradually turn into distinct countries with their own flags;;
责;Responsibility         ;If you want to grow up and earn some clams you had better take on some responsibility. For example; if you went into business as an oyster breeder then your responsibility would be to make sure that the oysters grew up properly!;
退;Retreat         ;There is a huge army of silver-clad warriors advancing down the road! You had better retreat!;;
苏;Revive         ;This ancient necromancers recipie for the revival of the dead calls for a most rare ingredient: the sweat of a black rose in summer;;
财;Riches         ;The fastest route to riches is to ask a genie to magic you up some clams;;
谜;Riddle         ;You are getting totally lost in your attempt to solve this word riddle - you are just lost for words at your inability to find a solution to the wordsearch;;
冈;Ridge of a hill         ;Along the ridge of this hill runs a huge glass covering that the farmers have stored their sheafs of wheat; so their can ripen in the sun while still being safe from rotting caused by rain.;
义;Righteousness         ;Rural righteousness; steeped in a boquet of sweat;
环;Ring         ;Boromir (who would be king) tried to steal the ring, but Frodo stopped him with a big fat "NO" symbol;;
室;Room         ;This room is the cell in which the hero of the Shawshank Redemption is patiently waiting until he can make his escape.;;
根;Root         ;Exposed-root silver birch trees are a common sight in Finland;;
转;Rotate         ;This hick farmer has modified his car (a pickup truck) so that the exhaust pipe looks like a corncob pipe. Whenever the wheels rotate; smoke comes out of the pipe in a highly convincing fashion. Alternatively; the speciality of a car is to rotate its wheels as fast as possible and hence get you to your destination!
腐;Rotten         ;What happens to all the pork (meat) that the government office doesn't get around to handing out? It goes rotten; of course!;
圆;Round         ;This employee has been pent in the stores cupboard for failing to get his round in at the company pub trip;;
途;Route         ;This route has a weak bridge; so all trucks going down the road have to be checked on the scale before they can continue.;
排;Row         ;On death row; the fingers of condemned prisoners wave helplessly through the close-knit bars; pleading to be saved - a truly pitiful sight.
廷;Royal court         ;This porter is stretched to his limits serving the royal court - he is always dashing around attending to the whims of some selfish; inbred person or other; sweat pouring from his brow.
摩;Rub         ;You rub up a fat spliff; hemp in one hand and rolling paper in another;
跑;Run         ;The pirate wraps his wooden leg in an electric rollerskate in order to outrun even the fastest unaugmented runner.;;
保;Safeguard         ;You must be dim-witted indeed if you think you can safeguard yourself from the unchecked wrath of Chuck Norris!;;
商;Salesman         ;The cockroach salesman stands on top of his motorcycle helmet; animal legs waving above his head as he opens he mouth as wide as possible to make his case to the crowd passing by;
曰;Sayeth         ;A tongue wagging in a particularly large mouth.;;
稀;Scarce         ;Nutrients in the soil are scarce in this area. You basically have to plant your wild rice and hope for the best!;;
撒;Scatter         ;The task master scatters her salad and meat to the four winds; disgusted at the low quality. The servants have to bend and scrape to clean it all up; using their fingers to pick up each piece individually.
散;Scattered         ;After his army was defeated and scattered to the four winds; supplies stop coming and so the former taskmaster of the army is forced to eat human flesh salad made from the skin of his former comrades;
校;School         ;At ninja school you learn to mingle with the trees and hence become invisible. The end of term results are posted on the same trees; with prospective ninja students mingling with each other while they wait for the posting.;
经;Scripture         ;The scriptures are very specific about garments: you can't mix two different kinds of threads on the same spool.;;
擦;Scrub         ;After the servants have finished scrubbing down the house you run your finger over every surface and scrutinize their handiwork; trying to find fault with it - you are a harsh mistress indeed;
察;Scrutinize         ;The tax inspector scrutinises your documents very carefully - in your mind you offer a sacrifice to the dark gods if he just doesn't find out about your second house in Barbados;;
季;Seasons         ;The wild rice plant dies at the end of every harvest season; but its children live on as seeds and will spring to life in the next season;
座;Seat         ;Caves often contain a number of handy hollows work in the rock by water that are perfect seats for sitting in after a hard day at the assembly line;;
寻;Seek         ;Jokers seeking entertainment have smothered this broom handle in glue - when you go to pick it up; you find that you can't put it down again; so you need to seek medical assistance!
卖;Sell         ;Why is the Frenchman trying to peddle that bust? Because he really needs his next hit of drugs (injected via needles); and the only way to get someone to sell them to him is if he has some cash;
发;Send out         ;Your perky chihuahua friend being sent out to courier the morning paper to your bed. The first stroke can either be the wagging tail of the dog or the paper carried in its mouth.;;
蛇;Serpent         ;This serpent is slithering along the ground chasing an insect that is determined not to become it's dinner in this deadly game of tag;;
断;Sever         ;You're going fishing; and have baited your fishhook with some delicious rice - but the fish that latches on is a right monster! You are forced to sever the fishing line with your tomahawk before he can drag you into the ocean.;
性;Sex         ;The whole point of life is to put living creatures in a state of mind where they are addicted to sex. How else could live carry on?;;
影;Shadow         ;The shadow of the kingpin rooster's tail is cast all over the scenery of the capital building; blocking out the sun.;
荫;Shady         ;Few flowers will grow on this shady slope;;
架;Shelf         ;This duplicitous supermarket is selling a saw as an "instant shelf: just add trees!";;
射;Shoot         ;You shoot somebody with a glue gun;;
岸;Shore         ;If it's a mountain; a cliff or completely dry then it can't be the shore. Alternatively; the shore is where the race ends. It's a race that starts from the top of a mountain
短;Short         ;Like ping-pong; this is a game where you throw darts over a table at your opponent. Since serves are rarely returned; games tend to be short
该;Should         ;How does the acorn know that it should grow up into an oak tree? Well; inside the acorn are written millions of tiny words that describe exactly what should happen when an acorn germinates.;
关;Shut         ;Shutting Moses out with their own god (a golden; horned calf of the heavens) as per the book.;
辰;Sign of the Dragon         ;Bruce Lee is such a badass he climbed a sheer vertical cliff using only  hairpins.;;
亥;Sign of the Hog         ;Acorn eating hog;;
寅;Sign of the Tiger         ;If you draw the sign of the tiger on the ceiling of your house; you will sprout tiger's legs (animal legs) and be able to run and pounce like the big cats yourself.;
丝;Silk         ;Silk thread needs to be doubled before you can use it in sewing; due to its fragility;
银;Silver         ;Silver is a... silver metal! Wow!;;
简;Simple         ;Stargate technology is so simple that you can build a stargate out of any materials - even out of bamboo; should the need arise;
既;Since         ;Since the new waitress was found to be stealing the silverware we'll have to get a replacement;;
坐;Sit         ;The workers on the assembly line don't have proper chairs to sit on - so they just plonk themselves down on the soil;;
场;Site         ;At the building site for a bacon factory; piglets run happily through the mounds of soil that will become their new home;
骨;Skeleton         ;This is the grisly skeleton of a recently slain prince - still wearing its crown and  with its joints still held together by some rotting flesh;;
技;Skill         ;Grasping a branch with their fingers was the first skill premodern humans learnt;;
裙;Skirt         ;This is one of those enormous whale-bone skirts - just the sort of thing worn by a female monarch to impress their subjects.;;
奴;Slave         ;Women have to plan their lives around their periods: they are slaves to their crotches!;;
睡;Sleep         ;When you want to sleep; your eyes start to droop and close up of their own accord.;
滑;Slippery         ;"Caution: slippery when wet" is the sign you have to put on the floor after you try and give some water to a skeleton and it falls right through it;;
慢;Slow         ;Your perception of time starts to slow down as you enter an altered state of mind during your meditation session on the mandala pattern;;
翔;Soar         ;This Da Vinci of the sheep world has strapped feathers to the wool on it's right side and thrown itself off a cliff; hoping to soar across the world. Unfortunately; sheep just aren't that aerodynamic...
社;Society         ;In China; they might worship at an altar of the soil; honouring the spirit of the land. This agarian instinct is a defining piece of their society.
固;Solid         ;This bread has been pent in the bread bin for so long that it has turned rock solid. You try and eat it but chip your teeth in the process!;;
身;Somebody         ;Somebody was just looking for you. He had a long nose that reaches down below his mouth; a long jaw sticking out past his mouth; and a scar across his face
者;Someone         ;Having that special someone in your life is like getting a wonderful present from Santa Claus every single day! Todays present is a puppet on a string!;;
汤;Soup         ;You're surprised by a tiny trotter floating up in your bowl of soup. Too late; you realise it was made from the bodies of tiny piglets soaked in water!;
南;South         ;Things are really going south today! Why didn't I wear my belt of good fortune??;;
暇;Spare time         ;Some jackass-like people have way too much spare time. You can find videos of them all over the internet; if you like such things; you can watch it all day. You see them stapling their mouths shut
专;Specialty         ;A farmers specialty is chopping down cornstalks. This particularly jolly farmer is smoking a corncob pipe as he does it; to keep himself occupied.;
种;Species         ;Remember the particle accelerator from "collide"? In this character, the accelerator is being used to smash wild rice seeds in their nuclei (middles) to produce new mutant species of rice with desirable properties!;;
斯;Sphinx         ;If you visit the Sphinx; you'll find locals with hampers full of minature reproductions of the famous monument which have been painstakingly cut from rock by the tomahawks of native americans who don't have a monument of their own to imitate.;
辣;Spicy Hot         ;A bundle of Mama Capsicum's Spicy Hot chilli peppers. Smell the pain!;;
灵;Spirit         ;The Holy Spirit made itself known to Jesus is the form of a burning bush - in this incarnation; it takes the form of a burning broom;
华;Splendor         ;By using a needle on otherwise ordinary cloth; their natural splendor can be brought out to make clothes truly fit for a king!;
烂;Spoiled         ;Nothing spoiled the orchid garden more than when it was set alight by a rampaging; flaming tail-less sheep;
春;Springtime         ;When it's springtime you can only leave the bonsai outside when the sun has dipped a little lower in the sky - their delicate leaves just can't handle too much heat.;;
阶;Stairs         ;These stairs will lead you to the pinnacle - but you're going to have to use some ambulatory apparatus (an umbrella or a pair of crutches) to get up them in one piece;;
星;Star         ;The Sun is the only star we know of that has given life.;;
惊;Startled         ;You are startled by a request from the capital building to come and be the new president - are the legislators really in a well state of mind?;;
仍;Still         ;Chuck Norris' fist is still the deadliest in the world;;
搅;Stir         ;You stir the cake batter wildly; your fingers gripping the spoon tightly until you come to your senses.;
仓;Storehouse         ;Ancient storehouses recorded who owned the things in them with clay statuettes. Those whose statuettes matched the clay mould that formed them could claim the goods. In this case; the goods being stored are umbrellas; and we are checking if the fingerprint of those umbrellas matches that of the mould...
层;Story         ;Skyscrapers have so many stories that the flags on their tops rise above the clouds!;;
策;Strategy         ;A key part of his military strategy revolves around the use of bamboo blowpipes with poisoned thorns inside to disable most of the enemy army from a distance;;
街;Street         ;A street is a boulevard paved with bricks - easy!;;
严;Strict         ;Mao Zedong is very strict with his comrades: if they displease him they are are likely to be tossed from a cliff.;;
强;Strong         ;Although the warriors of your tribe are massively strong; they aren't able to use the siege bow without mechanical help. Alternatively; one of your warriors is able to wield a siege bow after eating a rather strong-tasting concotion of insects which increases his strength massively.
代;Substitute for         ;Chuck Norris' teeth are so hardened that he can substitute an arrow for a toothpick;;
某;Such and such         ;A so-and-so is a sort generic person is described here as having body sort of like a tree trunk and head sort of like a wicker basket.;;
忽;Suddenly         ;One of the robots in sickbay is in the habit of tying peoples' hearts in knots - and this causes them to die suddenly. Most distressing!;;
充;Sufficient         ;One pair of human legs should be sufficient for any infant. If you baby has any more; you have cause to worry...;
糖;Sugar         ;The Tang dynasty were the first to make widespread use of sugar (true story) - so of course they tried eating it with rice!;;
督;Superintend         ;The creepy uncle has a job as a school superintendent so that he can eye the students all day;;
监;Supervise         ;This character depicts a tubby guard supervising a large facility from afar using his hidden CCTV cameras. He is reclining in his chair like a great drop of fat; dish of junk food in one hand. If he spots intruders he's meant to use his fencing foil to take them out; but let's face it - he's not going to be able to do much good.
持;Support         ;Everyone who supported the Buddhist temples in Myanmar had their fingers chopped off;;
姓;Surname         ;When women marry they start a new life; and hence adopt a totally new surname.;
围;Surround         ;After falling into the briar patch (wearing your tanned hide jacket) you were totally surrounded with briars; pent in and unable to escape.;
悬;Suspend         ;If you thought getting planning permission for a wall was a lot of trouble; just wait until you try getting permission for putting a suspension bridge in your back garden. The planning examiner at the council will have a heart attack!;
甘;Sweet         ;A small wicker basket containing twenty sweet pocky sticks (which are lying horizontally inside the basket);;
尾;Tail         ;The furry tail of the dog is waved around like a flag, as if to say "I'm here and I'm happy!";;
取;Take         ;A classic trick of those annoying amateur magicians: pulling a crotch out of your ear with his right hand (very painful!);;
考;Take an exam         ;Santa Claus isn't really a  year old man. Instead; potential applicants take the exam; hoping to be slung(shot) into fame and glory in the role of the well-loved saint
司;Take charge of         ;The new leader of the platoon takes charge of his men. His one big mouth booms out "alright men, get your fatigues off their clothes hangers - we're going for a  mile run to break you in!";;
抽;Take out         ;You clasp your fingers around the sprouting seedling and take it out of the ground gingerly;;
唐;Tang         ;Two archeologists are in a cave looking at Chinese artifacts from various eras. One picks up a rake and says, "What about this – T'ang, do you think?" The second puts the rake in his mouth and answers, "Yes, it does tang a bit";;
韦;Tanned hide         ;Bushes with hooks (a briar patch) tearing up your prize tanned hide coat!;;
务;Tasks         ;You get your tasks done as quickly as possible by power walking between the supermarket; laundry and so on;
教;Teach         ;The job of a school taskmaster is to teach filial piety to the children; so they are eligible for presents from Santa Claus.;
队;Team         ;A team of people; when properly trained; can represent the pinnacle of efficiency of a person
温;Temperature         ;A nice demonstration of the effects of radiant energy on temperature is to fill a dish full of water and leave it outside. The sun will cause its temperature to rise and hence all the water will evaporate from the dish; towards the sun!;
暂;Temporary         ;If you are a temporary employee; that means that your days at the company will be hewed to a close in only a few days;
壤;Territory         ;The only bits of ground that aren't someones territory are no-mans land. The ground all around this pigeon coop is exactly like that - noone wants it because the pigeon poo is so thick that the territory is basically a liability.;;
那;That         ;As per the book. Tour of the San Franciso bay. Q: "what is THAT?" A: "That is the famous Alcatraz" - surrounded by razor wire and on the pinnacle of a rock in the bay, outside the city walls.;;
对;That’s right         ;The panting moan of a lover who can only get off when you combine a Pritt stick with her crotch...;;
股;Thigh         ;You've been under siege for so long that you've run out of arrows to use as missiles. However; there are plenty of dismembered body parts littering the streets; and you've found that the thigh bones make for perfect missiles!
物;Thing         ;The cow's "thing" is tied in a knot. Ouch!;;
想;Think         ;When you are deeply in love; all you can think about is how much you heart one another;
丙;Third         ;In this third-class flight; the seatbelts are so bad that whenever there is a little turbulence all the people hit the ceiling; sending their internals reeling
渴;Thirsty         ;However; if you are really thirsty after your siesta the best thing to drink is not beer - you should try water instead;
这;This         ;This bus is going nowhere fast along the road, because a Highlander is demanding a fee for the use of "his" road.;;
票;Ticket         ;In the Old West; churchmen had to sell tickets to their altars in order to pay for upkeep. Alternatively; you need to buy a ticket at the altar of the cinema in order to see the Old West on the big screen.
虎;Tiger         ;The magicians making a tiger for this private zoo; using chopped up pieces and a magical wind; as per the book.
紧;Tight         ;You really want to be inside that tight woman; but you are foiled again - she rejects you because you don't floss!;
勒;Tighten         ;You tighten the handcuffs on the musclebound gimp in the all-leather bodysuit.;;
树;Timber         ;You're at a school for lumberjacks. Prancing around in womens clothing, the instructors congratulate you ("that's right!") as you demonstrate your tree-felling skills and shout out "timber!";;
昔;Times past         ;Your past times were your salad days;;
微;Tiny         ;The tiny sherpa (taskmaster) is leading this queue of brave ant mountaineers up the wall of the house and towards the ceiling where they can live in peace and security in the attic. Unfortunately; they didn't account for the strong winds that blow through the attic at that altitude; so they are all swept off the mountain (a wall) and back to the ground!
共;Together         ;These two things go together perfectly at a BBQ: salad and chicken legs;;
牙;Tooth         ;A spear-like object protruding from a box of old bones - the tooth (or tusk) of a walrus!;;
孩;Tot         ;This child is so small (only  letters long) that he's only the size of an acorn!;;
往;Toward         ;Sick of queuing for your glue; you resolve to move towards the front of the queue by trading with those around you in the line - you have a load of candlesticks but no matches; so you trade those for the chance to move forward in the queue
泰;Tranquil         ;The most tranquil Japanese scene you can imagine: a bonsai tree in front of a window behind which snowflakes are elegantly falling onto a gravel garden.;;
化;Transform         ;Chuck Norris can make a weapon out of anything - in particular; in his hands a spoon transforms to a deadly implement;
困;Trapped         ;You are being help captive by an evil dryad; and she has summoned the trees to pent you in;
盘;Tray         ;The tray of the CD player on your boat - a little dish into which you can insert a CD of your favourite nautical tunes (such as "In The Navy").;;
甚;Tremendously         ;This is a tremendously large laundry basket which has been left alone too long and hence developed its own ecosystem of discarded clothing. If you dip a fishhook down into the basket you might just snare some interesting cloth creature...;;
族;Tribe         ;With a banner declaring "keep out!" and blow-darts to back it up, this Amazon tribe are not that friendly;;
兵;Troops         ;Listen up troops! You are no longer men with human legs; but animals with animal legs! Now; go! Use those powerful legs to take that hill!
团;Troupe         ;This troupe of performing players have dressed up in baggy silk underpants to reenact the story of Aladdin and his genie; which is normally kept pent up in the magic lamp;
裤;Trousers         ;China is famous for it's textile manufacturers - this is just one of their many warehouses; holding racks and racks of snazzy cloak/trouser combinations;
番;Try         ;This game of rugby is taking place in a rice field (in knee-high water!) but the players are kind of reluctant to score a try because there are tons of fish droppings in the water (being used as fertilizer) and they don't want to get covered in them during the dive.;;
翻;Turn over         ;You turn over in your sleep - and touch a feathery thing - a chicken! It turns out you went to bed in a field full of chickens; and now you're covered in chicken feathers and (to put it politely) fertilizer.;
廿;Twenty         ;Two tens;;
叔;Uncle         ;This uncle is a creepy guy that towers above the little one's crotch;;
懂;Understand         ;I'll never understand women's state of mind! If I manage to upset her then I'll have to buy her flowers and a heavy box of chocolates; or I might heavily regret my lack of action later on...;
承;Undertake         ;The founder of the "undertaking of great advantage, but noone to know what it is" vanish-ed across the water to Eurpoe, but not before gathering plentiful funds from his hapless American investors.;;
展;Unfold         ;You unfold your picnic lunch wrapped in the American flag and tied off with a hairclip (barrette). Inside is a delicious salad which you finish with gusto and then wipe your mouth on the American flag.;;
联;Unite         ;The Golden Calf threatened the unity of the people of the Exodus; as it whispered lies about moses into the ears of its followers. By destroying it; Moses united his people once more.
普;Universal         ;The Universal Studios logo shows the text "Universal" side by side with the Earth and the sun.;;
幻;Unreal         ;Unreal's aliens spawned from cocoons that hung off protusions on the rocks looking like coat hangers. It's unreal how nasty those things were!;;
解;Untie         ;This shows the act of untying a cow - stick your dagger in at the right angle and twist! To get this right; you probably want to use a carpenters square to measure the angle.;
至;Until         ;Until the day comes when I can break out of this cell; I'm going to keep chipping away at the soil under the wall. Think of the Shawshank Redemption.;
端;Upright         ;The prospector is an upright citizen and would never dream of theft; but many people he meets are not so scrupulous - so he is forced to conceal his finds within a vase that he hides in his cart.;
倒;Upside down         ;As soon as Chuck Norris arrives to the fight; you'll be flat on your back or upside down next to a wall; and quite
使;Use         ;Chuck Norris can use his mighty mouth to spit over  Chinese inches - so he is sure to win the spitting Olympics;;
用;Utilize         ;BioTools Inc introduces the FG screwdriver; utilizing the our latest FleshGrip(tm) technology! The walking stick is a prong out of the side of the shaft that lets you hold it steady;
假;Vacation         ;A vacation is an "American" holiday - and there is nothing that American people like to do better on vacation than go skiing, where there is a serious danger that you'll end up with your leg in a brace.;;
汽;Vapor         ;Water vapor hangs in the air.;;
菜;Vegetable         ;Picking flowers is an arduous manual job so simple even a vegetable could do it;;
素;Vegetarian diet         ;If you stick to a vegetarian diet and only eat long floss-like strings of beans; then you won't grow up at all; but stay small and weak all of your life!
售;Vend         ;In Japan; you are able to obtain a turkey from a vending machine to stuff into your mouth at any hour of the day.;
摊;Vendor’s stand         ;This vendor's stand is luring customers in to gamble on the cup-and-pea game. You place your bet and the vendor's nimble fingers move the cups every which way. It's very difficult to follow and pick the correct cup when he is done.;;
尊;Venerate         ;You venerate your chieftain so much that you stick to him like glue - even sleeping outside his tent and following him to the toilet after he's drunk too much moose whisky...;;
纵;Vertical         ;In a vertically integrated industry; there is a clear thread through one company from the raw materials; to the assembly line
胜;Victory         ;The growing cell declares victory when it finally multiplies itself enough to form part of the body.;;
善;Virtuous         ;Imagine a priest's teaching: "To achieve virtue one must first submit himself as a sheep to God's flock, rejecting the horns of Satan and resisting the mouth of Hell.";;
声;Voice         ;This soldier (who straddles both sides of the divided flag) is the sole voice of reason calling for the war to end and the flag to be reunited. (This is why he doesn't have a missile - he's advocating peace).;;
腰;Waist         ;The waist is near the part of the body those scoundrels in the Old West really want to get at...;;
要;Want         ;In the Old West; when someone wants a woman he just takes her then and there. How barbaric!;
防;Ward off         ;To ward off enemies; the ancient Greeks kept a lookout from the Acropolis; from which they could see for miles in all directions
库;Warehouse         ;Batman uses the Batcave as a warehouse for his huge car - the Batmobile;;
波;Waves         ;What covers the water? Waves; of course;
弱;Weak         ;Two weak archers agree to a duel to the death. They constantly shoot at each other but never manage to hit each other. They keep this up for months; until it is wintertime and their bows are covered in ice;
乏;Weary         ;Zorro has become world-wearing; having seen one too many drops of cruelty in his adventures;
称;Weigh         ;Every time you try and move towards the scales with your little bag of wild rice to weigh you are overcome with a fit of hiccups that has you spilling the rice everywhere;;
什;What?         ;"What?" is the reaction you have if you let a bound and gagged Chuck Norris get hold of a needle - he'll have the locks picked in a jiffy and you'll be dead on the ground;;
何;Whatwhichwhowherewhy?         ;A person can deploy this interrogative particle in any situation!;;
麦;Wheat         ;If you eat lots of wheat; you'll grow up to have strong walking legs; perfect for strolling through the wheat fields and even working on the wheat farm...
哪;Which?         ;As per the book: the warden at Alcatraz makes every inmate pronunce "Which witch wishes" with their mouth or face solitary confinement.;;
野;Wild         ;The wild tribe leader doesn't know what to do with the computer - after unsuccessfully trying to eat it he drives his ceromonial spear into the devilrous thing; giving himself a severe electrical shock.;
雁;Wild goose         ;The bird-brained birdman chases a wild goose right off a cliff.;;
柳;Willow         ;The wood of the willow tree is particularly prized as a material for letter openers because of their lightness and strength;;
风;Wind         ;The wind is so strong that all the sheafs of wheat in the fields are being blown away and are rolling towards you!;;
窗;Window         ;Windows is a giant money hole and a hole of bloated suckfulness; but you need to use it to run your GPS software.;
智;Wisdom         ;True wisdom is knowing everything over the sun;;
巫;Witch         ;When assembly lines were first introduced; they worked so fast that people swore that they must be the work of witches;
却;Withdraw         ;You go to the post office to buy some stamps; but you learn that all the stamps have gone! You have to withdraw in defeat hastily; before you can be crushed by the hordes of pensioners going to get their money
呢;Woolen cloth         ;Nuns lead very boring lives; and tend to become obsessed with strange subjects. This one can't stop mouthing off about the advantages of woolen cloth for use in nun's habits;
词;Word         ;The important thing is to take charge of the words of Chinese: don't let them take charge of /you/!;;
当;Work as         ;This depicts someone whose job is literally as a small broom head - they have a small afro which is amazing at picking up dust from hard to reach nooks and crannys;;
忧;Worried         ;Trapped in the castle of the Frakenpooch; you have good reason to be in a worried state of mind! What's more; you are being worried by the teeth of his canine minions.
贤;Worthy         ;Jesus is not considered worthy enough to enter the temple by the gate guards - they judge worth purely by how many shells you have so. This means that Jesus' plan to upset the shell-lenders was foiled again - at least until he can get enough shells to bride the guards.;;
呀;Wow!         ;Wow! It's amazing walruses can fit their tusks into their mouths (and their mouths look like Ws as a result - each tusk forms a V-like shape within it).;;
搏;Wrestle         ;A tense game of finger-wrestling. The winner gets a gummed label glued onto their dog-tags proclaiming their victory; and entitling the bearer to some tongue-wrestling action...;
惨;Wretched         ;This is your state of mind after a big brawl; while you're cooling off in the cells as a wretched participant in the jails of Her Majesty's Police Force.;
写;Write         ;You offer to write Royalist propaganda for the crown. It's dirty work; but it noone can beat their offer of royalties.;
阳;Yang         ;The sunny side of the slope - sun at the pinnacle;;
年;Year         ;This genteel stick horse wears a monocle to the New Year celebrations - the better to watch the opera with;;
岁;Years of age         ;In the evening; you can see the outline of a giant man ten thousand years of age that lay down long ago and froze into position to form the mountain range on the horizon;
黄;Yellow         ;My face turned yellow when I watched my salad sprout animal legs and started scurrying across the table. What's more; the sprouts within it were yellow; and it had rat legs sticking out of it! Yuck!
吗;Yes or no         ;This is Mr Ed; the talking horse. Unfortunately; he can only say two words: yes and no. But what more do you need
昨;Yesterday         ;Yesterday; all my troubles seemed saw far away. Then I took a saw to my fiancee..;
阴;Yin         ;The shady side of the slope - the darkness of a new moon at the pinnacle;;
您;You (respectful)         ;When you respectfully address someone you talk to them with all your heart;;
郎;Young man         ;High quality young men help out their city by defending the city walls. Their impeccable breeding and halos won't stop an arrow though - too bad!;;
弟;Younger brother         ;Younger brothers are always devilish and expensive to keep - that's why the Chinese always stop after having one child!;;
零;Zero         ;The number of people who can order the rain around: zero!;;
